Occupational_Prestige_Pct,Highest_Educ_Level,Happiness,sex,Year
51,20,Pretty Happy,2,2014
48,16,Pretty Happy,2,2014
51,14,Pretty Happy,2,2014
32,15,Pretty Happy,2,2014
61,17,Very Happy,2,2014
52,18,Very Happy,2,2014
31,16,Pretty Happy,2,2014
48,16,Pretty Happy,2,2014
61,20,Not Too Happy,2,2014
25,6,Pretty Happy,2,2014
42,14,Pretty Happy,2,2014
59,14,Pretty Happy,2,2014
40,14,Very Happy,2,2014
64,18,Pretty Happy,2,2014
60,13,Very Happy,2,2014
32,12,Very Happy,2,2014
73,14,Not Too Happy,2,2014
31,13,Pretty Happy,2,2014
50,16,Not Too Happy,2,2014
36,20,Pretty Happy,2,2014
45,17,Not Too Happy,2,2014
36,12,Pretty Happy,2,2014
31,12,Pretty Happy,2,2014
71,16,Very Happy,2,2014
NA,12,Very Happy,2,2014
NA,12,Pretty Happy,2,2014
26,3,Not Too Happy,2,2014
46,14,Not Too Happy,2,2014
38,12,Very Happy,2,2014
35,12,Very Happy,2,2014
25,10,Very Happy,2,2014
47,13,Pretty Happy,2,2014
47,12,Pretty Happy,2,2014
25,11,Not Too Happy,2,2014
21,14,Pretty Happy,2,2014
25,12,Pretty Happy,2,2014
28,5,Pretty Happy,2,2014
43,11,Pretty Happy,2,2014
28,11,Not Too Happy,2,2014
31,6,Pretty Happy,2,2014
48,3,Very Happy,2,2014
NA,6,Pretty Happy,2,2014
NA,20,NA,2,2014
25,13,Pretty Happy,2,2014
25,11,Pretty Happy,2,2014
35,2,Not Too Happy,2,2014
32,14,Pretty Happy,2,2014
38,14,Pretty Happy,2,2014
32,12,Not Too Happy,2,2014
53,16,Very Happy,2,2014
48,13,Pretty Happy,2,2014
64,16,Very Happy,2,2014
43,16,Very Happy,2,2014
53,15,Pretty Happy,2,2014
53,16,Pretty Happy,2,2014
NA,10,Pretty Happy,2,2014
27,5,Not Too Happy,2,2014
64,18,Pretty Happy,2,2014
64,19,Very Happy,2,2014
28,13,Pretty Happy,2,2014
26,7,Not Too Happy,2,2014
32,16,Very Happy,2,2014
47,12,Pretty Happy,2,2014
45,16,Pretty Happy,2,2014
51,14,Pretty Happy,2,2014
NA,14,Pretty Happy,2,2014
35,12,Pretty Happy,2,2014
59,12,Not Too Happy,2,2014
58,20,Pretty Happy,2,2014
31,13,Pretty Happy,2,2014
24,13,Pretty Happy,2,2014
35,11,Pretty Happy,2,2014
60,10,Pretty Happy,2,2014
25,11,Not Too Happy,2,2014
27,11,Pretty Happy,2,2014
25,12,Pretty Happy,2,2014
NA,13,Very Happy,2,2014
31,12,Not Too Happy,2,2014
61,18,Very Happy,2,2014
65,16,Pretty Happy,2,2014
50,12,Very Happy,2,2014
65,14,Pretty Happy,2,2014
33,14,Not Too Happy,2,2014
50,16,Pretty Happy,2,2014
54,14,Very Happy,2,2014
27,10,Very Happy,2,2014
NA,11,Pretty Happy,2,2014
47,19,Pretty Happy,2,2014
31,12,Not Too Happy,2,2014
48,10,Very Happy,2,2014
53,15,Pretty Happy,2,2014
27,12,Pretty Happy,2,2014
39,12,Not Too Happy,2,2014
38,10,Very Happy,2,2014
35,16,Very Happy,2,2014
62,15,Pretty Happy,2,2014
45,12,Pretty Happy,2,2014
53,16,Very Happy,2,2014
65,16,Very Happy,2,2014
53,16,Pretty Happy,2,2014
53,19,Very Happy,2,2014
48,8,Not Too Happy,2,2014
53,14,Not Too Happy,2,2014
35,11,Not Too Happy,2,2014
63,15,Pretty Happy,2,2014
61,20,Very Happy,2,2014
28,12,Pretty Happy,2,2014
55,14,Pretty Happy,2,2014
48,12,Pretty Happy,2,2014
NA,11,Pretty Happy,2,2014
28,10,Pretty Happy,2,2014
60,17,Pretty Happy,2,2014
31,14,Pretty Happy,2,2014
35,12,Pretty Happy,2,2014
28,9,Not Too Happy,2,2014
21,15,Pretty Happy,2,2014
35,12,Pretty Happy,2,2014
39,12,Pretty Happy,2,2014
69,19,Pretty Happy,2,2014
59,12,Pretty Happy,2,2014
38,13,Pretty Happy,2,2014
31,10,Not Too Happy,2,2014
31,6,Very Happy,2,2014
39,18,Pretty Happy,2,2014
48,18,Pretty Happy,2,2014
45,17,Pretty Happy,2,2014
36,12,Pretty Happy,2,2014
74,20,Very Happy,2,2014
55,13,Very Happy,2,2014
38,12,Pretty Happy,2,2014
39,11,Pretty Happy,2,2014
54,16,Pretty Happy,2,2014
38,12,Pretty Happy,2,2014
36,17,Pretty Happy,2,2014
47,16,Very Happy,2,2014
47,16,Pretty Happy,2,2014
39,15,Very Happy,2,2014
48,16,Pretty Happy,2,2014
53,16,Very Happy,2,2014
64,16,Very Happy,2,2014
NA,13,Pretty Happy,2,2014
64,18,Very Happy,2,2014
NA,12,Very Happy,2,2014
48,15,Pretty Happy,2,2014
47,12,Not Too Happy,2,2014
35,12,Pretty Happy,2,2014
25,13,Not Too Happy,2,2014
48,14,Pretty Happy,2,2014
61,18,Pretty Happy,2,2014
49,16,Pretty Happy,2,2014
48,14,Pretty Happy,2,2014
74,20,Pretty Happy,2,2014
37,12,Pretty Happy,2,2014
NA,16,Very Happy,2,2014
35,12,Not Too Happy,2,2014
46,14,Pretty Happy,2,2014
65,20,Not Too Happy,2,2014
47,16,Very Happy,2,2014
74,20,Pretty Happy,2,2014
64,16,Pretty Happy,2,2014
48,13,Pretty Happy,2,2014
48,12,Pretty Happy,2,2014
46,17,Not Too Happy,2,2014
60,16,Pretty Happy,2,2014
55,16,Not Too Happy,2,2014
51,17,Very Happy,2,2014
32,13,Pretty Happy,2,2014
57,20,Pretty Happy,2,2014
28,10,Very Happy,2,2014
31,12,Very Happy,2,2014
NA,5,Not Too Happy,2,2014
32,12,Pretty Happy,2,2014
NA,11,Very Happy,2,2014
35,16,Very Happy,2,2014
18,16,Pretty Happy,2,2014
65,16,Pretty Happy,2,2014
60,17,Very Happy,2,2014
53,20,Pretty Happy,2,2014
47,12,Very Happy,2,2014
53,16,Very Happy,2,2014
61,18,Pretty Happy,2,2014
48,12,Not Too Happy,2,2014
21,15,Pretty Happy,2,2014
48,14,Pretty Happy,2,2014
36,17,Pretty Happy,2,2014
32,14,Pretty Happy,2,2014
29,14,Pretty Happy,2,2014
64,16,Pretty Happy,2,2014
33,16,Pretty Happy,2,2014
48,16,Pretty Happy,2,2014
61,16,Pretty Happy,2,2014
51,18,Very Happy,2,2014
63,18,Pretty Happy,2,2014
51,16,Pretty Happy,2,2014
31,12,Very Happy,2,2014
69,18,Pretty Happy,2,2014
46,18,Pretty Happy,2,2014
34,14,Pretty Happy,2,2014
63,17,Pretty Happy,2,2014
61,13,Very Happy,2,2014
73,16,Pretty Happy,2,2014
30,16,Very Happy,2,2014
48,15,Pretty Happy,2,2014
43,15,Very Happy,2,2014
51,17,Pretty Happy,2,2014
54,13,Not Too Happy,2,2014
45,20,Pretty Happy,2,2014
52,16,Not Too Happy,2,2014
53,14,Very Happy,2,2014
38,12,Pretty Happy,2,2014
53,16,Very Happy,2,2014
53,16,Pretty Happy,2,2014
60,14,Pretty Happy,2,2014
64,20,Pretty Happy,2,2014
32,6,Not Too Happy,2,2014
16,12,Pretty Happy,2,2014
61,17,Pretty Happy,2,2014
39,14,Pretty Happy,2,2014
36,16,Very Happy,2,2014
52,15,Pretty Happy,2,2014
31,16,Pretty Happy,2,2014
59,18,Pretty Happy,2,2014
38,14,Very Happy,2,2014
56,16,Pretty Happy,2,2014
46,16,Not Too Happy,2,2014
50,12,Very Happy,2,2014
60,10,Pretty Happy,2,2014
48,14,Very Happy,2,2014
47,12,Very Happy,2,2014
44,16,Pretty Happy,2,2014
66,13,Very Happy,2,2014
50,14,Very Happy,2,2014
45,12,Pretty Happy,2,2014
53,16,Pretty Happy,2,2014
NA,16,Pretty Happy,2,2014
31,13,Pretty Happy,2,2014
48,14,Very Happy,2,2014
33,12,Pretty Happy,2,2014
38,16,Pretty Happy,2,2014
48,15,Very Happy,2,2014
40,12,Pretty Happy,2,2014
53,16,Very Happy,2,2014
56,18,Very Happy,2,2014
39,20,Very Happy,2,2014
29,12,Very Happy,2,2014
53,16,Pretty Happy,2,2014
31,13,Pretty Happy,2,2014
39,17,Pretty Happy,2,2014
33,15,Pretty Happy,2,2014
74,20,Very Happy,2,2014
64,16,Very Happy,2,2014
36,12,Pretty Happy,2,2014
48,13,Not Too Happy,2,2014
31,14,Pretty Happy,2,2014
47,15,Very Happy,2,2014
32,12,Pretty Happy,2,2014
35,14,Very Happy,2,2014
67,20,Very Happy,2,2014
38,12,Pretty Happy,2,2014
38,12,Very Happy,2,2014
48,14,Not Too Happy,2,2014
60,18,Pretty Happy,2,2014
61,17,Pretty Happy,2,2014
42,12,Pretty Happy,2,2014
57,16,Pretty Happy,2,2014
45,16,Very Happy,2,2014
46,12,Pretty Happy,2,2014
NA,16,Very Happy,2,2014
35,11,Not Too Happy,2,2014
29,12,Not Too Happy,2,2014
60,16,Very Happy,2,2014
46,14,Pretty Happy,2,2014
47,14,Pretty Happy,2,2014
47,14,Pretty Happy,2,2014
48,13,Pretty Happy,2,2014
35,10,Not Too Happy,2,2014
38,13,Pretty Happy,2,2014
25,12,Pretty Happy,2,2014
53,14,Not Too Happy,2,2014
48,11,Pretty Happy,2,2014
31,16,Very Happy,2,2014
33,13,Pretty Happy,2,2014
35,8,Pretty Happy,2,2014
25,10,Pretty Happy,2,2014
32,13,Not Too Happy,2,2014
46,17,Pretty Happy,2,2014
48,12,Very Happy,2,2014
65,19,Pretty Happy,2,2014
39,13,Not Too Happy,2,2014
47,13,Very Happy,2,2014
48,14,Pretty Happy,2,2014
32,14,Pretty Happy,2,2014
38,13,Pretty Happy,2,2014
46,12,Pretty Happy,2,2014
45,12,Not Too Happy,2,2014
45,16,Very Happy,2,2014
38,12,Pretty Happy,2,2014
40,16,Pretty Happy,2,2014
33,12,Very Happy,2,2014
44,12,Pretty Happy,2,2014
73,17,Pretty Happy,2,2014
53,18,Pretty Happy,2,2014
35,13,Very Happy,2,2014
36,12,Very Happy,2,2014
47,15,Very Happy,2,2014
31,14,Very Happy,2,2014
NA,12,Pretty Happy,2,2014
25,9,Pretty Happy,2,2014
61,20,Pretty Happy,2,2014
47,14,Pretty Happy,2,2014
69,20,Pretty Happy,2,2014
60,16,Pretty Happy,2,2014
22,12,Pretty Happy,2,2014
60,12,Pretty Happy,2,2014
38,14,Very Happy,2,2014
38,16,Pretty Happy,2,2014
56,16,Pretty Happy,2,2014
64,14,Pretty Happy,2,2014
38,16,Pretty Happy,2,2014
32,12,Not Too Happy,2,2014
21,13,Very Happy,2,2014
31,14,Not Too Happy,2,2014
21,15,Pretty Happy,2,2014
25,2,Pretty Happy,2,2014
26,10,Not Too Happy,2,2014
45,12,Not Too Happy,2,2014
NA,6,Not Too Happy,2,2014
25,12,Pretty Happy,2,2014
50,16,Very Happy,2,2014
49,8,Pretty Happy,2,2014
48,14,Very Happy,2,2014
31,12,Very Happy,2,2014
45,16,Not Too Happy,2,2014
31,14,Not Too Happy,2,2014
59,20,Pretty Happy,2,2014
50,10,Not Too Happy,2,2014
31,12,Very Happy,2,2014
38,12,Very Happy,2,2014
48,12,Very Happy,2,2014
35,12,Pretty Happy,2,2014
39,12,Pretty Happy,2,2014
61,18,Pretty Happy,2,2014
35,8,Not Too Happy,2,2014
28,12,Pretty Happy,2,2014
61,19,Pretty Happy,2,2014
46,14,Very Happy,2,2014
25,11,Very Happy,2,2014
64,20,Very Happy,2,2014
33,14,Pretty Happy,2,2014
64,20,Very Happy,2,2014
34,12,Not Too Happy,2,2014
46,15,Pretty Happy,2,2014
46,8,Not Too Happy,2,2014
48,12,Very Happy,2,2014
60,12,Not Too Happy,2,2014
24,12,Not Too Happy,2,2014
26,12,Pretty Happy,2,2014
NA,12,Pretty Happy,2,2014
61,16,Pretty Happy,2,2014
35,16,Very Happy,2,2014
50,14,Pretty Happy,2,2014
49,12,Very Happy,2,2014
48,13,Very Happy,2,2014
NA,13,Pretty Happy,2,2014
44,14,Pretty Happy,2,2014
72,19,Very Happy,2,2014
74,20,Very Happy,2,2014
NA,12,Very Happy,2,2014
35,14,Pretty Happy,2,2014
31,12,Pretty Happy,2,2014
48,10,Not Too Happy,2,2014
36,16,Very Happy,2,2014
29,13,Pretty Happy,2,2014
51,12,Pretty Happy,2,2014
45,12,Very Happy,2,2014
41,12,Not Too Happy,2,2014
NA,16,Very Happy,2,2014
48,16,Pretty Happy,2,2014
31,14,Pretty Happy,2,2014
29,12,Pretty Happy,2,2014
46,12,Pretty Happy,2,2014
37,11,Pretty Happy,2,2014
48,19,Pretty Happy,2,2014
31,11,Pretty Happy,2,2014
24,8,Not Too Happy,2,2014
39,14,Pretty Happy,2,2014
NA,12,Pretty Happy,2,2014
38,16,Pretty Happy,2,2014
28,13,Pretty Happy,2,2014
48,14,Pretty Happy,2,2014
46,14,Pretty Happy,2,2014
46,16,Pretty Happy,2,2014
38,16,Pretty Happy,2,2014
53,14,Very Happy,2,2014
41,17,Pretty Happy,2,2014
46,18,Pretty Happy,2,2014
55,14,Very Happy,2,2014
47,16,Very Happy,2,2014
50,18,Not Too Happy,2,2014
45,15,Very Happy,2,2014
61,15,Very Happy,2,2014
32,11,Pretty Happy,2,2014
NA,6,Not Too Happy,2,2014
55,11,Pretty Happy,2,2014
35,12,Very Happy,2,2014
41,15,Pretty Happy,2,2014
49,19,Very Happy,2,2014
46,16,Pretty Happy,2,2014
54,19,Pretty Happy,2,2014
32,18,Very Happy,2,2014
38,12,Not Too Happy,2,2014
33,15,Pretty Happy,2,2014
35,14,Very Happy,2,2014
44,12,Very Happy,2,2014
53,10,Pretty Happy,2,2014
61,17,Very Happy,2,2014
50,16,Pretty Happy,2,2014
36,11,Pretty Happy,2,2014
53,14,Pretty Happy,2,2014
48,20,Pretty Happy,2,2014
55,13,Very Happy,2,2014
48,6,Pretty Happy,2,2014
43,16,Very Happy,2,2014
28,8,Not Too Happy,2,2014
47,16,Very Happy,2,2014
31,12,Pretty Happy,2,2014
49,14,Very Happy,2,2014
55,18,Pretty Happy,2,2014
60,16,Pretty Happy,2,2014
43,16,Pretty Happy,2,2014
31,13,Very Happy,2,2014
44,18,Very Happy,2,2014
51,12,Pretty Happy,2,2014
46,17,Not Too Happy,2,2014
55,13,Very Happy,2,2014
41,14,Pretty Happy,2,2014
25,13,Pretty Happy,2,2014
69,19,Pretty Happy,2,2014
32,8,Pretty Happy,2,2014
25,10,Pretty Happy,2,2014
48,12,Pretty Happy,2,2014
80,20,Very Happy,2,2014
65,13,Very Happy,2,2014
37,8,Very Happy,2,2014
25,16,Not Too Happy,2,2014
64,15,Pretty Happy,2,2014
46,16,Pretty Happy,2,2014
32,20,Not Too Happy,2,2014
NA,11,Pretty Happy,2,2014
25,15,Very Happy,2,2014
NA,14,Pretty Happy,2,2014
39,16,Pretty Happy,2,2014
33,0,Very Happy,2,2014
58,17,Very Happy,2,2014
61,20,Very Happy,2,2014
61,18,Very Happy,2,2014
47,16,Very Happy,2,2014
45,14,Pretty Happy,2,2014
69,14,Pretty Happy,2,2014
25,12,Pretty Happy,2,2014
46,12,Very Happy,2,2014
53,16,Very Happy,2,2014
50,5,Pretty Happy,2,2014
64,16,Very Happy,2,2014
51,18,Very Happy,2,2014
60,16,Very Happy,2,2014
42,14,Pretty Happy,2,2014
60,15,Pretty Happy,2,2014
38,14,Very Happy,2,2014
38,12,Very Happy,2,2014
25,16,Very Happy,2,2014
61,16,Pretty Happy,2,2014
31,12,Pretty Happy,2,2014
48,16,Very Happy,2,2014
60,13,Pretty Happy,2,2014
47,12,Very Happy,2,2014
22,11,Pretty Happy,2,2014
53,13,Pretty Happy,2,2014
38,12,Pretty Happy,2,2014
47,12,Not Too Happy,2,2014
21,17,Not Too Happy,2,2014
48,13,Pretty Happy,2,2014
24,12,Very Happy,2,2014
47,16,Pretty Happy,2,2014
35,11,Pretty Happy,2,2014
47,12,Not Too Happy,2,2014
50,12,Pretty Happy,2,2014
63,14,Pretty Happy,2,2014
31,14,Very Happy,2,2014
47,20,Pretty Happy,2,2014
31,12,Very Happy,2,2014
31,12,Pretty Happy,2,2014
38,13,Very Happy,2,2014
64,12,Very Happy,2,2014
32,14,Pretty Happy,2,2014
25,14,Pretty Happy,2,2014
NA,11,Very Happy,2,2014
48,12,Very Happy,2,2014
25,0,Pretty Happy,2,2014
47,12,Pretty Happy,2,2014
38,16,Pretty Happy,2,2014
54,18,Very Happy,2,2014
53,19,Pretty Happy,2,2014
66,12,Very Happy,2,2014
52,16,Very Happy,2,2014
35,13,Pretty Happy,2,2014
48,12,Very Happy,2,2014
59,15,Pretty Happy,2,2014
59,12,Very Happy,2,2014
61,16,Very Happy,2,2014
38,14,Pretty Happy,2,2014
64,18,Pretty Happy,2,2014
63,18,Pretty Happy,2,2014
53,16,Very Happy,2,2014
61,16,Pretty Happy,2,2014
48,12,Pretty Happy,2,2014
48,14,Not Too Happy,2,2014
25,12,Pretty Happy,2,2014
32,13,NA,2,2014
36,16,Pretty Happy,2,2014
54,18,Pretty Happy,2,2014
NA,11,Very Happy,2,2014
33,15,Pretty Happy,2,2014
48,17,Not Too Happy,2,2014
60,16,Very Happy,2,2014
NA,15,Not Too Happy,2,2014
46,13,Pretty Happy,2,2014
47,14,Pretty Happy,2,2014
28,12,Pretty Happy,2,2014
48,12,Pretty Happy,2,2014
47,16,Very Happy,2,2014
28,5,Very Happy,2,2014
41,14,Pretty Happy,2,2014
25,15,Pretty Happy,2,2014
32,16,Not Too Happy,2,2014
47,15,Pretty Happy,2,2014
61,16,Very Happy,2,2014
46,14,Pretty Happy,2,2014
61,16,Pretty Happy,2,2014
53,13,Pretty Happy,2,2014
53,13,Very Happy,2,2014
31,14,Pretty Happy,2,2014
48,14,Pretty Happy,2,2014
52,16,Pretty Happy,2,2014
50,14,Pretty Happy,2,2014
57,16,Pretty Happy,2,2014
48,16,Not Too Happy,2,2014
46,18,Very Happy,2,2014
38,13,Pretty Happy,2,2014
54,18,Pretty Happy,2,2014
64,18,Pretty Happy,2,2014
48,16,Very Happy,2,2014
32,12,Very Happy,2,2014
51,16,Very Happy,2,2014
64,14,Pretty Happy,2,2014
37,14,Not Too Happy,2,2014
52,16,Very Happy,2,2014
34,11,Very Happy,2,2014
28,10,Pretty Happy,2,2014
59,15,Pretty Happy,2,2014
45,13,Pretty Happy,2,2014
36,12,Pretty Happy,2,2014
53,16,Not Too Happy,2,2014
38,12,Very Happy,2,2014
45,19,Pretty Happy,2,2014
31,12,Not Too Happy,2,2014
48,12,Pretty Happy,2,2014
36,13,Pretty Happy,2,2014
35,12,Not Too Happy,2,2014
48,10,Pretty Happy,2,2014
69,16,Pretty Happy,2,2014
29,15,Very Happy,2,2014
61,18,Very Happy,2,2014
47,14,Very Happy,2,2014
35,11,Pretty Happy,2,2014
38,12,Pretty Happy,2,2014
31,16,Pretty Happy,2,2014
45,14,Pretty Happy,2,2014
24,14,Not Too Happy,2,2014
25,12,Not Too Happy,2,2014
36,12,Very Happy,2,2014
35,12,Not Too Happy,2,2014
33,11,Pretty Happy,2,2014
36,14,Very Happy,2,2014
35,12,Pretty Happy,2,2014
69,12,Pretty Happy,2,2014
34,11,Pretty Happy,2,2014
39,12,Pretty Happy,2,2014
38,12,Pretty Happy,2,2014
47,20,Pretty Happy,2,2014
32,13,Very Happy,2,2014
48,12,Pretty Happy,2,2014
NA,11,Not Too Happy,2,2014
48,12,Pretty Happy,2,2014
48,16,Pretty Happy,2,2014
47,12,Very Happy,2,2014
52,14,Very Happy,2,2014
28,14,Pretty Happy,2,2014
32,13,Pretty Happy,2,2014
47,12,Pretty Happy,2,2014
31,13,Very Happy,2,2014
NA,18,Very Happy,2,2014
32,16,Very Happy,2,2014
54,6,Pretty Happy,2,2014
60,14,Pretty Happy,2,2014
32,6,Not Too Happy,2,2014
31,8,Very Happy,2,2014
24,12,Pretty Happy,2,2014
NA,12,Pretty Happy,2,2014
35,12,Pretty Happy,2,2014
25,9,Not Too Happy,2,2014
65,16,Very Happy,2,2014
24,11,Not Too Happy,2,2014
35,12,Pretty Happy,2,2014
16,12,Very Happy,2,2014
52,18,Pretty Happy,2,2014
25,12,Not Too Happy,2,2014
25,12,Pretty Happy,2,2014
35,5,Pretty Happy,2,2014
47,12,Very Happy,2,2014
54,16,Pretty Happy,2,2014
31,14,Not Too Happy,2,2014
38,12,Pretty Happy,2,2014
55,15,Very Happy,2,2014
40,13,Pretty Happy,2,2014
48,18,Pretty Happy,2,2014
61,12,Pretty Happy,2,2014
31,15,Pretty Happy,2,2014
48,10,Pretty Happy,2,2014
65,19,Pretty Happy,2,2014
38,16,Pretty Happy,2,2014
28,12,Pretty Happy,2,2014
25,12,Not Too Happy,2,2014
NA,11,Not Too Happy,2,2014
25,12,Pretty Happy,2,2014
37,13,Very Happy,2,2014
31,12,Pretty Happy,2,2014
34,12,Very Happy,2,2014
45,14,Not Too Happy,2,2014
65,14,Pretty Happy,2,2014
25,12,Pretty Happy,2,2014
59,12,Pretty Happy,2,2014
47,14,Pretty Happy,2,2014
24,1,Not Too Happy,2,2014
46,12,Very Happy,2,2014
31,16,Pretty Happy,2,2014
38,20,Pretty Happy,2,2014
45,8,Pretty Happy,2,2014
39,12,Pretty Happy,2,2014
74,19,Pretty Happy,2,2014
60,19,Pretty Happy,2,2014
33,13,Pretty Happy,2,2014
55,18,Very Happy,2,2014
61,17,Very Happy,2,2014
32,14,Very Happy,2,2014
64,16,Very Happy,2,2014
60,16,Pretty Happy,2,2014
43,16,Pretty Happy,2,2014
47,13,Pretty Happy,2,2014
31,16,Pretty Happy,2,2014
50,16,Very Happy,2,2014
32,7,Very Happy,2,2014
32,14,Pretty Happy,2,2014
48,18,Pretty Happy,2,2014
38,20,Pretty Happy,2,2014
51,14,Very Happy,2,2014
61,16,Pretty Happy,2,2014
38,12,Pretty Happy,2,2014
61,16,Very Happy,2,2014
40,14,Pretty Happy,2,2014
51,16,Very Happy,2,2014
39,16,Pretty Happy,2,2014
32,12,Very Happy,2,2014
46,12,Very Happy,2,2014
48,10,Not Too Happy,2,2014
47,16,Pretty Happy,2,2014
43,12,Very Happy,2,2014
17,12,Pretty Happy,2,2014
47,16,Pretty Happy,2,2014
33,11,Very Happy,2,2014
35,15,Pretty Happy,2,2014
36,16,Not Too Happy,2,2014
NA,8,Not Too Happy,2,2014
32,14,Pretty Happy,2,2014
59,18,Very Happy,2,2014
28,13,Very Happy,2,2014
17,16,Pretty Happy,2,2014
31,16,Pretty Happy,2,2014
31,12,Very Happy,2,2014
48,12,Very Happy,2,2014
31,12,Not Too Happy,2,2014
25,12,Very Happy,2,2014
52,16,Very Happy,2,2014
47,13,Pretty Happy,2,2014
32,11,Pretty Happy,2,2014
21,10,Pretty Happy,2,2014
48,15,Not Too Happy,2,2014
35,12,Not Too Happy,2,2014
44,18,Pretty Happy,2,2014
61,20,Pretty Happy,2,2014
47,14,Very Happy,2,2014
35,9,Not Too Happy,2,2014
17,14,Pretty Happy,2,2014
44,12,Very Happy,2,2014
31,14,NA,2,2014
61,16,Very Happy,2,2014
35,12,Pretty Happy,2,2014
30,12,Very Happy,2,2014
33,16,Pretty Happy,2,2014
38,15,Very Happy,2,2014
49,15,Pretty Happy,2,2014
46,19,Pretty Happy,2,2014
43,16,Pretty Happy,2,2014
NA,20,Very Happy,2,2014
36,12,Very Happy,2,2014
53,16,Very Happy,2,2014
63,12,Pretty Happy,2,2014
38,10,Pretty Happy,2,2014
23,13,Very Happy,2,2014
50,12,Pretty Happy,2,2014
69,13,Very Happy,2,2014
28,11,Pretty Happy,2,2014
35,11,Not Too Happy,2,2014
31,10,Pretty Happy,2,2014
28,13,Not Too Happy,2,2014
47,12,Pretty Happy,2,2014
64,16,Pretty Happy,2,2014
54,18,Very Happy,2,2014
64,20,Pretty Happy,2,2014
31,8,Pretty Happy,2,2014
59,14,Pretty Happy,2,2014
25,12,Pretty Happy,2,2014
35,8,Not Too Happy,2,2014
54,16,Not Too Happy,2,2014
47,12,Pretty Happy,2,2014
33,12,Very Happy,2,2014
39,12,Very Happy,2,2014
63,16,Pretty Happy,2,2014
31,12,Pretty Happy,2,2014
25,12,Pretty Happy,2,2014
47,14,Not Too Happy,2,2014
31,15,Pretty Happy,2,2014
31,12,Not Too Happy,2,2014
21,10,Pretty Happy,2,2014
21,16,Not Too Happy,2,2014
45,14,Pretty Happy,2,2014
71,18,Very Happy,2,2014
53,14,Very Happy,2,2014
60,18,Very Happy,2,2014
38,14,Pretty Happy,2,2014
32,13,Pretty Happy,2,2014
24,12,Pretty Happy,2,2014
64,18,Pretty Happy,2,2014
36,13,Pretty Happy,2,2014
24,10,Very Happy,2,2014
31,12,Very Happy,2,2014
47,16,Pretty Happy,2,2014
47,12,Pretty Happy,2,2014
64,16,Pretty Happy,2,2014
25,10,Very Happy,2,2014
47,16,Pretty Happy,2,2014
21,12,Very Happy,2,2014
28,13,Pretty Happy,2,2014
33,13,Pretty Happy,2,2014
49,12,Pretty Happy,2,2014
62,17,Pretty Happy,2,2014
NA,18,Very Happy,2,2014
35,16,Very Happy,2,2014
16,10,Not Too Happy,2,2014
55,12,Very Happy,2,2014
28,10,Pretty Happy,2,2014
35,12,Pretty Happy,2,2014
64,17,Pretty Happy,2,2014
