Occupational_Prestige_Pct,Highest_Educ_Level,Happiness,sex,Year
33,16,Not Too Happy,2,2010
35,8,Not Too Happy,2,2010
NA,10,Not Too Happy,2,2010
39,0,Very Happy,2,2010
53,16,Pretty Happy,2,2010
48,15,Pretty Happy,2,2010
64,14,Very Happy,2,2010
48,14,Very Happy,2,2010
33,14,Pretty Happy,2,2010
NA,13,Pretty Happy,2,2010
24,10,Not Too Happy,2,2010
25,10,Very Happy,2,2010
47,14,Pretty Happy,2,2010
32,9,Pretty Happy,2,2010
29,10,Pretty Happy,2,2010
NA,10,Very Happy,2,2010
40,17,Pretty Happy,2,2010
63,16,Pretty Happy,2,2010
NA,15,Very Happy,2,2010
16,14,Pretty Happy,2,2010
47,16,Not Too Happy,2,2010
58,16,Pretty Happy,2,2010
58,20,Very Happy,2,2010
44,16,Very Happy,2,2010
48,16,Very Happy,2,2010
50,13,Pretty Happy,2,2010
29,13,Pretty Happy,2,2010
38,19,Very Happy,2,2010
60,13,Pretty Happy,2,2010
30,12,Very Happy,2,2010
46,15,Pretty Happy,2,2010
61,20,Pretty Happy,2,2010
48,14,Not Too Happy,2,2010
64,16,Very Happy,2,2010
31,13,Pretty Happy,2,2010
53,16,Pretty Happy,2,2010
22,14,Very Happy,2,2010
32,6,Very Happy,2,2010
53,16,Very Happy,2,2010
46,13,Not Too Happy,2,2010
74,20,Very Happy,2,2010
NA,11,Pretty Happy,2,2010
31,14,Pretty Happy,2,2010
48,16,Not Too Happy,2,2010
64,12,Pretty Happy,2,2010
53,12,Not Too Happy,2,2010
64,18,Pretty Happy,2,2010
49,14,Very Happy,2,2010
51,14,Pretty Happy,2,2010
64,16,Very Happy,2,2010
38,12,Pretty Happy,2,2010
38,6,Very Happy,2,2010
21,8,Pretty Happy,2,2010
47,16,NA,2,2010
60,16,Not Too Happy,2,2010
28,8,Not Too Happy,2,2010
48,16,Very Happy,2,2010
39,14,Pretty Happy,2,2010
74,16,Very Happy,2,2010
NA,16,Pretty Happy,2,2010
29,12,Very Happy,2,2010
46,13,Not Too Happy,2,2010
53,12,Pretty Happy,2,2010
18,16,Very Happy,2,2010
47,16,Pretty Happy,2,2010
64,18,Very Happy,2,2010
NA,16,Not Too Happy,2,2010
31,13,Not Too Happy,2,2010
46,13,Very Happy,2,2010
44,20,Pretty Happy,2,2010
33,12,Very Happy,2,2010
NA,9,Pretty Happy,2,2010
36,13,Very Happy,2,2010
NA,15,Very Happy,2,2010
43,12,Very Happy,2,2010
61,18,Pretty Happy,2,2010
NA,16,Pretty Happy,2,2010
36,12,Pretty Happy,2,2010
35,12,Pretty Happy,2,2010
37,14,Pretty Happy,2,2010
72,20,Pretty Happy,2,2010
48,2,Pretty Happy,2,2010
35,12,Pretty Happy,2,2010
59,12,Pretty Happy,2,2010
31,12,Not Too Happy,2,2010
NA,8,Pretty Happy,2,2010
33,14,Not Too Happy,2,2010
47,12,Very Happy,2,2010
46,19,Pretty Happy,2,2010
NA,13,Pretty Happy,2,2010
39,20,Very Happy,2,2010
46,12,Not Too Happy,2,2010
32,14,Pretty Happy,2,2010
31,17,Pretty Happy,2,2010
53,16,Pretty Happy,2,2010
59,19,Pretty Happy,2,2010
37,15,Pretty Happy,2,2010
48,11,Not Too Happy,2,2010
46,12,Pretty Happy,2,2010
45,16,Pretty Happy,2,2010
53,16,Pretty Happy,2,2010
74,20,Very Happy,2,2010
73,19,Pretty Happy,2,2010
61,18,Very Happy,2,2010
17,16,Pretty Happy,2,2010
51,20,Not Too Happy,2,2010
61,17,Pretty Happy,2,2010
23,2,Pretty Happy,2,2010
69,13,Pretty Happy,2,2010
36,16,Pretty Happy,2,2010
NA,11,Pretty Happy,2,2010
24,5,Pretty Happy,2,2010
48,12,Pretty Happy,2,2010
35,6,Pretty Happy,2,2010
54,18,Pretty Happy,2,2010
32,12,Pretty Happy,2,2010
53,16,Pretty Happy,2,2010
47,12,Pretty Happy,2,2010
64,17,Pretty Happy,2,2010
51,17,Pretty Happy,2,2010
61,16,Pretty Happy,2,2010
35,16,Pretty Happy,2,2010
47,12,Pretty Happy,2,2010
39,17,Very Happy,2,2010
64,16,Pretty Happy,2,2010
17,14,Very Happy,2,2010
31,15,Pretty Happy,2,2010
49,11,Pretty Happy,2,2010
61,16,Pretty Happy,2,2010
39,16,Pretty Happy,2,2010
31,15,Pretty Happy,2,2010
25,13,Very Happy,2,2010
61,16,Pretty Happy,2,2010
52,12,Very Happy,2,2010
32,12,Not Too Happy,2,2010
28,12,Pretty Happy,2,2010
37,12,Pretty Happy,2,2010
51,13,Pretty Happy,2,2010
61,20,Pretty Happy,2,2010
35,12,Pretty Happy,2,2010
31,14,Very Happy,2,2010
63,20,Very Happy,2,2010
45,14,Pretty Happy,2,2010
NA,7,Not Too Happy,2,2010
52,12,Pretty Happy,2,2010
55,12,Pretty Happy,2,2010
